,User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
4276,25981,0385508042,5,The King of Torts,John Grisham,2003,Doubleday Books
4277,25981,0385315309,5,Five Days in Paris,DANIELLE STEEL,1995,Delacorte Press
4278,25981,0451170385,5,Four Past Midnight,Stephen King,2001,Signet Book
4279,25981,0373218192,5,Engaging The Enemy,Nora Roberts,2003,Silhouette
4280,25981,0525946829,5,Quentins,Maeve Binchy,2002,Dutton Books
4281,25981,0312983212,5,Saucer,Stephen Coonts,2003,St. Martin's Paperbacks
4282,25981,0684853515,10,Hearts In Atlantis : New Fiction,Stephen King,1999,Scribner
4283,25981,0064471969,5,Shade's Children,Garth Nix,1998,Eos
4284,25981,0440236053,5,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company
4285,250227,0812553373,8,The First Book of Lost Swords: Woundhealer's Story,Fred Saberhagen,1988,Tor Books
4286,251394,0618334661,8,"Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market",Eric Schlosser,2003,Houghton Mifflin Company
4287,251394,0399146911,9,American Fuji,Sara Backer,2001,Putnam Publishing Group
4288,251394,0385500777,8,The Center of Things,JENNY MCPHEE,2001,Doubleday
4289,251394,0805063897,7,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,Owl Books
4290,251394,037570504X,8,"Breath, Eyes, Memory",Edwidge Danticat,1998,Vintage Books USA
4291,251394,0786869011,10,My Forbidden Face: Growing Up Under the Taliban: A Young Woman's Story,Latifa,2002,Miramax
4292,251394,0252006860,8,Their eyes were watching God: A novel,Zora Neale Hurston,1978,University of Illinois Press
4293,251394,1573222267,8,Blue Shoe,Anne Lamott,2002,Riverhead Books
4294,251394,039592720X,9,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co
4295,251394,0590414291,8,The Magic School Bus Lost in the Solar System (Magic School Bus (Paperback)),Joanna Cole,1992,Scholastic
4296,272573,0671744186,10,LADY BOSS,Judy Collins,1991,Pocket
4297,272573,0345337662,7,Interview with the Vampire,Anne Rice,1993,Ballantine Books
4298,272573,0440226430,10,Summer Sisters,Judy Blume,1999,Dell Publishing Company
4299,272573,0671759329,9,Darkest Hour (Cutler),V.C. Andrews,1993,Pocket
4300,272573,0451190521,6,The Green Mile: The Mouse on the Mile (Green Mile Series),Stephen King,1996,Signet Book
4301,272573,0671867113,6,Moonlight Becomes You,Mary Higgins Clark,1997,Pocket
4302,272573,0345432479,7,Crazy in Alabama,Mark Childress,1999,Ballantine Books
4303,272573,0671729462,5,My Sweet Audrina,V.C. Andrews,1990,Pocket
4304,198046,084394935X,8,Spirit,Graham Masterton,2001,Leisure Books
4305,238894,1560449179,9,The Big Drop: Classic Big Wave Surfing,John Long,1999,Falcon
4306,53545,0960989811,8,Overeaters Anonymous (#6101),Overeaters Anonymous,1980,"Overeaters Anonymous, Incorporated"
4307,141965,1859580238,8,Celtic Fairy Tales,Joseph Jacobs,1994,Merchant Book Company Limited
4308,210738,0878054731,3,"Garrison Keillor: A Voice of America (Studies in Popular Culture (Jackson, Miss.).)",Judith Yaross Lee,1991,Univ Pr of Mississippi (T)
4309,210738,0304704237,10,"Cassell's Encyclopedia of Queer Myth, Symbol and Spirit: Gay, Lesbian, Bisexual and Transgender Lore (Cassell Sexual Politics Series)",Randy Connor,1998,Cassell
4310,132623,0312317751,10,An Egg on Three Sticks,Jackie Fischer,2004,St. Martin's Griffin
4311,170077,0380788683,7,Pest Control,Bill Fitzhugh,1998,Avon
4312,170077,0316196614,7,This Body : A Novel of Reincarnation,Laurel Doud,2000,Back Bay Books
4313,3418,0590227637,8,"Claudia and the Phantom Phone Calls (Baby-Sitters Club, 2)",Ann M. Martin,1995,Scholastic
4314,89014,0375431187,9,Back When We Were Grownups (Random House Large Print),ANNE TYLER,2001,Random House Large Print
4315,103811,1593080077,8,Jane Eyre (Barnes &amp; Noble Classics),Charlotte Bronte,2003,Barnes &amp; Noble Books-Imports
4316,228727,0767902335,4,Work as a Spiritual Practice : A Practical Buddhist Approach to Inner Growth and Satisfaction on the Job,LEWIS RICHMOND,2000,Broadway
4317,228727,0751533718,8,Lulu,"\Lulu\""""",2003,Time Warner Paperbacks
4318,228727,0099274531,8,World and Other Places,Jeanette Winterson,0,Trafalgar Square
4319,164189,0373292120,6,"The Dark Knight (Harlequin Historical, No. 612)",Tori Phillips,2002,Harlequin
4320,171118,0192823779,8,The Hound of the Baskervilles: Another Adventure of Sherlock Holmes (The Oxford Sherlock Holmes),Sir Arthur Conan Doyle,1994,Oxford University Press
4321,171118,0441854575,7,Unpleasant Profession of Jonathan Hoag,Robert A. Heinlein,1983,Ace Books
4322,171118,0671640615,8,How to Have a Green Thumb Without an Aching Back: A New Method of Mulch Gardening,Ruth Stout,1990,Simon &amp; Schuster
4323,171118,055376294X,7,Curtains for Three,Rex Stout,1995,Bantam
4324,171118,055323515X,7,Molloy's Live for Success,John T. Molloy,1983,Bantam Books
4325,171118,0345328175,9,The Day of the Triffids,John Wyndham,1986,Del Rey Books
4326,171118,0345351819,7,Book of Tofu,William Shurtleff,1992,Ballantine Books
4327,171118,0451154614,7,Let's Cook It Right,Adelle Davis,1987,New Amer Library (Mm)
4328,171118,0446400165,6,The Knocker on Death's Door (Inspector George Felse Mystery),Ellis Peters,1995,Warner Books (Mm)
4329,171118,0061057096,8,Hammerfall,C. J. Cherryh,2002,Eos
4330,171118,0345418409,8,Ringworld: A Novel,Larry Niven,1997,Del Rey Books
4331,171118,091830315X,5,Seals and Sea Lions,Vicki Leon,1988,"Blake Publishing, Inc. (CA)"
4332,171118,0671318616,6,Pandora's Legions,Christopher Anvil,2002,Baen
4333,171118,1550651544,7,Cheap Thrills Toronto,Nancy Marrelli,2002,Vehicule Press
4334,171118,0553234463,7,Homicide Trinity (Crime Line),Rex Stout,1993,Bantam Books
4335,171118,0812926234,7,The Whartons' Stretch Book: Featuring the Breakthrough Method of Active-Isolated Stretching,Jim Wharton,1996,Three Rivers Press (CA)
4336,171118,0786707194,6,The Tiger in the Smoke,Margery Allingham,2000,Carroll &amp; Graf Publishers
4337,171118,0721645496,8,Eating for the eighties: A complete guide to vegetarian nutrition,Janie Coulter Hartbarger,1981,Saunders Press
4338,171118,0471237450,7,Elements of Stereochemistry,Ernest L. Eliel,1969,John Wiley &amp; Sons Inc
4339,171118,0553576518,7,Mable Hoffman's Crockery Cookery,Mable Hoffman,1997,Bantam Books
4340,171118,0440413613,7,Owls in the Family,FARLEY MOWAT,1996,Yearling
4341,171118,0679864415,7,"Cat Traps (Step-Into-Reading, Step 1)",MOLLY COXE,1996,Random House Books for Young Readers
4342,171118,0553254642,8,Some Buried Caesar,Rex Stout,1994,Bantam Books
4343,171118,0030423910,9,Circus ABC,Paulita Sedgwick,1978,"Holt, Rinehart and Winston"
4344,171118,0671720678,7,A Dirge for Sabis,C.J. Cherryh,1991,Baen
4345,171118,0891904549,7,Slan,A.E. Van Vogt,1980,Amereon Limited
4346,171118,0316845221,8,Do What You Are,Paul D. Tieger,1995,Little Brown &amp; Co
4347,171118,0553271458,7,Name Your Baby,LAREINA RULE,1986,Bantam
4348,171118,0886774497,9,"Kesrith (The Faded Sun, Book 1)",C.J. Cherryh,1991,Daw Books
4349,171118,1552632466,8,And No Birds Sang (Farley Mowat Library),Robert MacNeil,2003,Key Porter Books
4350,171118,0890090572,8,Original Illustrated Sherlock Holmes,Arthur Conan Doyle,1991,Castle Books
4351,171118,0449912558,10,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books
4352,171118,0679767800,7,The Stars My Destination,Alfred Bester,1996,Vintage Books USA
4353,171118,0441004520,8,Killing Dance (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2001,Ace Books
4354,171118,0380718839,8,Booked to Die (Cliff Janeway Novels (Paperback)),John Dunning,1993,Avon
4355,171118,0515102652,8,The Cat Who Talked to Ghosts,Lilian Jackson Braun,1996,Jove Books
4356,171118,0515133876,6,Narcissus in Chains (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2002,Jove Books
4357,171118,0515134457,5,Blue Moon,Laurell K. Hamilton,1998,Jove Books
4358,171118,0836217691,8,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,Bill Watterson,1994,Andrews McMeel Publishing
4359,171118,0671741926,8,The Mote in God's Eye,Larry Niven,1991,Pocket
4360,171118,0440204208,4,Blood Shot (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1989,Dell
4361,171118,039480001X,8,The Cat in the Hat,Dr. Seuss,1957,Random House Books for Young Readers
4362,171118,0786866020,9,Fish! A Remarkable Way to Boost Morale and Improve Results,Stephen C. Lundin,2000,Hyperion
4363,171118,0345413369,8,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998,Del Rey
4364,171118,0441790348,8,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995,ACE Charter
4365,171118,0061000027,7,Dance Hall of the Dead (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch
4366,171118,0441810764,8,Time Enough for Love,Robert A. Heinlein,1994,Ace Books
4367,171118,0060973617,8,Up the Down Staircase,Bel Kaufman,1991,Perennial
4368,171118,0515133639,9,The Absence of Nectar,Kathy Hepinstall,2002,Jove Books
4369,171118,1853261580,9,The Little Prince (Wordsworth Collection),Antoine de Saint-ExupÃ©ry,1998,NTC/Contemporary Publishing Company
4370,171118,0140245162,6,Nice Girls Finish Last (Viking Mystery Suspense),Sparkle Hayter,1997,Penguin Books
4371,171118,0441005241,8,"Burnt Offerings (Anita Blake, Vampire Hunter)",Laurell K. Hamilton,2001,Ace Books
4372,171118,0877733759,8,Writing Down the Bones,NATALIE GOLDBERG,1986,Shambhala
4373,171118,020530902X,7,"The Elements of Style, Fourth Edition",William Strunk Jr.,2000,Pearson Higher Education
4374,135398,0192823779,7,The Hound of the Baskervilles: Another Adventure of Sherlock Holmes (The Oxford Sherlock Holmes),Sir Arthur Conan Doyle,1994,Oxford University Press
4375,73681,0312254997,7,The Ground Beneath Her Feet : A Novel,Salman Rushdie,2000,Picador
4376,73681,1573229393,6,War Story,Gwen Edelman,2002,Riverhead Books
4377,73681,0312308159,7,The Inquisitor: A Novel,Catherine Jinks,2002,St. Martin's Minotaur
4378,73681,0425184498,8,The Boy Next Door,Josie Lloyd,2002,Berkley Publishing Group
4379,73681,0060535032,9,City of the Beasts,Isabel Allende,2004,Rayo
4380,73681,0385504209,7,The Da Vinci Code,Dan Brown,2003,Doubleday
4381,73681,0140131558,9,"The New York Trilogy: City of Glass, Ghosts, the Locked Room (Contemporary American Fiction Series)",Paul Auster,1994,Penguin Books
4382,73681,0446531332,8,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books
4383,73681,0345354613,6,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books
4384,73681,0151002517,10,Blindness,Jose Saramago,1998,Harcourt
4385,73681,0380815923,9,Blackberry Wine : A Novel,Joanne Harris,2001,Perennial
4386,73681,0804106304,7,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
4387,73681,0451176464,9,Gerald's Game,Stephen King,2001,Signet Book
4388,73681,038082101X,9,Daughter of Fortune: A Novel,Isabel Allende,2001,HarperTorch
4389,73681,0671867113,7,Moonlight Becomes You,Mary Higgins Clark,1997,Pocket
4390,73681,0684804522,8,GARDEN OF EDEN,Ernest Hemingway,1995,Scribner
4391,133852,0897932897,4,Extended Massive Orgasm: How You Can Give and Receive Intense Sexual Pleasure,"Steve, Ph.D. Bodansky",2000,Hunter House (CA)
4392,232964,0316817333,10,"Stokes Birdfeeder Book : The Complete Guide to Attracting, Identifying, and Understanding Your Feeder Birds",Donald Stokes,1987,"Little, Brown"
4393,232964,043935806X,9,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
4394,232964,0380725584,8,The Indian in the Cupboard (rack) (Indian in the Cupboard),Lynne Reid Banks,1995,HarperTrophy
4395,232964,0446672211,8,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books
4396,232964,0425081818,9,The Talisman,Stephen King,1985,Berkley Publishing Group
4397,232964,0345358791,7,2061: Odyssey Three,Arthur C. Clarke,1991,Del Rey Books
4398,63714,0393950093,9,Darwin (Norton Critical Edition),Philip Appleman,1979,W W Norton &amp; Co
4399,63714,0195583388,10,The Oxford Illustrated History of New Zealand,Keith Sinclair,1997,OUP Australia and New Zealand
4400,63714,1563897474,10,The Quotable Sandman: Memorable Lines from the Acclaimed Series,Neil Gaiman,2001,DC Comics
4401,63714,1854060651,10,Baby Coelophysis,Dick Dudley,1990,ABC/The All Children's Co.
4402,63714,0375812962,5,"Dinosaurs Alive! Jurassic Park(TM) Institute (Step-Into-Reading, Step 5)",DENNIS SHEALY,2001,Random House Books for Young Readers
4403,63714,0521408644,10,Man's Place in Evolution (Natural History Museum Publications),British Museum,1991,Cambridge University Press
4404,63714,0806966262,10,Dinosaurs,L. B. Halstead,1987,Sterling Pub Co Inc
4405,63714,0563170069,10,David Attenborough's Fabulous animals,Molly Cox,1975,British Broadcasting Corporation
4406,63714,081181999X,10,The Lost World: Jurassic Park,David Koepp,1997,Chronicle Books Llc
4407,63714,0575600306,10,The Discworld Companion,Stephen Briggs,1997,Books Britain
4408,63714,075221327X,10,"Behind the Scenes at \Time Team\""""",Tony Robinson,1998,Channel 4 books
4409,63714,0565010735,10,Dinosaurs from China =,Chih-ming Tung,1988,Distributed by I.S.B.S
4410,63714,0393030083,9,Extinction: Bad Genes or Bad Luck?,David M. Raup,1991,W W Norton &amp; Co Inc
4411,63714,0810956446,10,Portable Pets: Stegasaurus (Portable Dinos),Abrams,2000,Harry N Abrams
4412,63714,1591826748,8,"The Mystery of the Missing Minicon (Transformers: Armada, Book 2)",Paul Morrissey,2003,Tokyopop
4413,63714,1569711992,10,Age of Reptiles: The Hunt (Age of Reptiles),Ricardo Delgado,1997,Dark Horse Comics
4414,63714,0743405927,10,Immortal Coil (Star Trek The Next Generation),Jeffrey Lang,2002,Star Trek
4415,63714,0901702528,10,"Field Guides to Fossils: Fossils of the Santana and Crato Formations, Brazil (Palaeontological Association Field Guides to Fossils Series)",Martill,1996,Blackwell Publishers
4416,63714,0146003306,9,"\The Little Mermaid\"" and Other Fairy Tales (Penguin Children's 60s)""",Hans Christian Anderson,1996,Penguin
4417,63714,0974800805,9,Masters of the Universe: Icons of the Evil (Masters of the Universe (MVCreations)),Robert Kirkman,2004,Mv Creations
4418,63714,1850746680,10,"Charles Darwin: His Life, Journeys and Discoveries (Education on Site)",Caroline Overy,1997,English Heritage
4419,76111,9681606078,8,Siete Noches (Coleccion Tierra Firme),Jorge Luis Borges,1999,Fondo de Cultura Economica USA
4420,85658,0345388968,6,How to Make an American Quilt,Whitney Otto,1994,Ballantine Books
4421,48579,0931674085,9,A Cup of Christmas Tea,Tom Hegg,1989,Waldman House Press
4422,172962,0373244223,6,"Abundance Of Babies (Baby Of The Month Club) (Silhouette Special Edition, No. 1422)",Marie Ferrarella,2001,Silhouette
4423,74655,3426609576,5,Die WeltenzerstÃ?Â¶rer. Ein Darkover- Roman.,Marion Zimmer Bradley,2001,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
4424,268371,0140380221,10,Little Women (Puffin Classics-the Essential Collection),Louisa May Alcott,1997,Puffin Books
4425,79048,3404138716,2,Der Widersacher.,Wolfgang Hohlbein,1997,LÃ?Â¼bbe
4426,194454,0373872194,6,Love Inspired: Heaven Knows,Jillian Hart,2003,Steeple Hill
4427,253572,1853914592,4,Vegetarian Student Cook Book (The Really Useful Series),Silvana Franco,1995,Rutland Group
4428,110029,1853914592,10,Vegetarian Student Cook Book (The Really Useful Series),Silvana Franco,1995,Rutland Group
4429,110029,0671729446,10,Heaven (Casteel),V.C. Andrews,1990,Pocket
4430,110029,1400031354,10,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor
4431,110029,0380817683,3,Rachel's Holiday,Marian Keyes,2001,Avon Books
4432,110029,0894805770,10,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing
4433,110029,0140265988,10,Falling Leaves Brit Edition,Adeline Yen Mah,0,Penguin Putnam~trade
4434,68887,0750918470,5,Che Guevara (Pocket Biographies),Andrew Sinclair,1998,Sutton Publishing
4435,155916,0892131144,5,Coming Back: The Science of Reincarnation,A. C. Bhaktivedanta Swami Prabhupada,1982,Bhaktivedanta Book Trust
4436,155916,0722538804,6,The Lucky Numbers Oracle,Sonia Ducie,2000,Thorsons Publishers
4437,155916,1865085987,7,Modern Pilates: The Step-by-Step at Home Guide to a Stronger Body,Penelope Latey,2002,Allen &amp; Unwin
4438,36978,0393027228,10,Chinchilla Farm: A Novel,Judith Freeman,1989,W W Norton &amp; Co Inc
4439,69933,0425101738,8,Communicate Like a Pro,Nido Qubein,1986,Berkley Pub Group
4440,49827,0380710277,5,Twistor,John Cramer,1991,Eos
4441,14049,0671532855,8,Amrita,Banana Yoshimoto,1998,Washington Square Press
4442,130554,068815526X,6,Behold...the Dragons!,Gail Gibbons,1999,HarperCollins
4443,130554,0786800593,6,"Later, Gator",Laurence Yep,1995,Hyperion Books for Children
4444,130554,0394890507,6,"The Dragons of Blueland (Gannett, Ruth Stiles. Three Tales of My Father's Dragon, Bk. 3.)",Ruth Stiles Gannett,1987,Random House Children's Books
4445,130554,0064404781,5,Little House on Rocky Ridge (Little House),Roger Lea Macbride,1993,HarperCollins Publishers
4446,130554,0439405599,6,The Rescue (Guardians of Ga'hoole),Kathryn Lasky,2003,Scholastic Paperbacks
4447,130554,0152324909,6,The Great Gerbil Roundup,Stephen Manes,1988,First Glance Books
4448,130554,0446512052,5,"Dragons, an introduction to the modern infestation",Pamela Wharton Blanpied,1980,Warner Books : distributed in the U.S. by Random House
4449,130554,0679801146,5,Alanna: The First Adventure (Song of the Lioness (Paperback)),Tamora Pierce,1989,Random House Children's Books
4450,130554,0439136369,9,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic
4451,130554,0439064864,9,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic
4452,130554,0786808551,6,"The Arctic Incident (Artemis Fowl, Book 2)",Eoin Colfer,2002,Miramax Kids
4453,130554,0440445450,6,How to Eat Fried Worms,THOMAS ROCKWELL,1953,Yearling
4454,201519,0316313203,8,The Anna Papers : A Novel,Ellen Gilchrist,1989,Back Bay Books
4455,137380,0452282063,8,Siam or the Woman Who Shot a Man: A Novel,Lily Tuck,2000,Plume Books
4456,157969,0374157065,8,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999,Farrar Straus Giroux
4457,213484,0380700700,5,Nowhere City,Allison Lurie,1986,Harper Mass Market Paperbacks (Mm)
4458,275305,0395739829,9,Sabbath's Theater,Philip Roth,1995,Houghton Mifflin Company
4459,253068,0316574732,8,"Fat Free, Flavor Full : Dr. Gabe Mirkin's Guide to Losing Weight &amp; Living Longer",Gabe Mirkin,1996,"Little, Brown"
4460,258938,0451408829,9,Those Who Trespass: A Novel of Murder and Television,Bill O'Reilly,1999,Onyx Books
4461,258938,0060197250,4,Model Patient: My Life As an Incurable Wise-Ass,Karen Duffy,2000,Cliff Street Books
4462,258938,0375414576,4,My Life,Bill Clinton,2004,Knopf
4463,258938,0345387651,10,The Cider House Rules,John Irving,1994,Ballantine Books
4464,258938,0786885688,3,Shopgirl,Steve Martin,2001,Hyperion
4465,258938,0446672211,10,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books
4466,258938,038550926X,6,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday
4467,258938,0316569321,7,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown"
4468,258938,0451180410,8,Mortal Fear,Greg Iles,1998,Signet Book
4469,258938,1573225126,7,Prozac Nation: Young and Depressed in America : A Memoir,Elizabeth Wurtzel,1997,Riverhead Books
4470,275020,044809553X,5,"The Sky Phantom (Nancy Drew Mystery Stories, No 53)",Carolyn Keene,1976,Grosset &amp; Dunlap
4471,20448,0743427297,6,In All the Wrong Places,Donna Anders,2002,Pocket
4472,189286,0671648136,6,PETALS ON WIND (Dollanger Saga (Paperback)),V. C. Andrews,1987,Pocket
4473,193017,0394172043,9,Waiting for Godot,Samuel Beckett,1984,Random House Inc
4474,66680,0399139869,5,Sights Unseen,Kaye Gibbons,1995,Putnam Pub Group
4475,66680,0743411250,5,The Woman Next Door,Barbara Delinsky,2002,Pocket
4476,66680,0451156609,6,The Tommyknockers,Stephen King,1994,Signet Book
4477,66680,0670846503,7,Gerald's Game,Stephen King,1992,Penguin Putnam~childrens Hc
4478,66680,0446516538,6,Slow Waltz in Cedar Bend,Robert James Waller,1993,Warner Books
4479,66680,0425126064,6,Shadow Prey,John Sandford,2004,Berkley Publishing Group
4480,66680,0425167313,5,Here on Earth,Alice Hoffman,1998,Berkley Publishing Group
4481,66680,0425168298,7,Secret Prey,John Sandford,2003,Berkley Publishing Group
4482,66680,039914739X,5,Isle of Dogs,Patricia Daniels Cornwell,2001,Putnam Publishing Group
4483,66680,0688084885,6,Memories of Midnight,Sidney Sheldon,1990,William Morrow
4484,66680,0684803968,6,LET ME CALL YOU SWEETHEART,Mary Higgins Clark,1995,Simon &amp; Schuster
4485,66680,1551669293,4,204 Rosewood Lane,Debbie Macomber,2002,Mira
4486,66680,0836220625,5,Far Side Gallery,Gary Larson,1984,Andrews McMeel Publishing
4487,66680,0140092323,5,Lake Wobegon days,Garrison Keillor,1986,Penguin Books
4488,89851,0446672505,9,Little Girls in Pretty Boxes: The Making and Breaking of Elite Gymnasts and Figure Skaters,Joan Ryan,1996,Warner Books
4489,31391,0440234573,8,Midnight Pleasures,Eloisa James,2001,Island
4490,31391,0525935908,10,One on One,Tabitha King,1993,Penguin USA
4491,31391,0553233963,10,The Lords of Discipline,Pat Conroy,1982,Bantam Books
4492,31391,0886773490,10,"The Star Scroll (Dragon Prince, Book 2)",Melanie Rawn,1994,Daw Books
4493,31391,0743418174,10,Good in Bed,Jennifer Weiner,2002,Washington Square Press
4494,31391,0807083054,10,Kindred (Black Women Writers Series),Octavia Butler,1988,Beacon Press
4495,31391,0886774829,10,"Stronghold (Dragon Star, Book 1)",Melanie Rawn,1994,Daw Books
4496,31391,0156711427,5,A Passage to India,E.M. Forster,1965,Harvest Books
4497,31391,0441005241,10,"Burnt Offerings (Anita Blake, Vampire Hunter)",Laurell K. Hamilton,2001,Ace Books
4498,174830,0805004610,8,"G Is for Gumshoe: A Kinsey Millhone Mystery (Grafton, Sue. Kinsey Millhone Mysteries.)",Sue Grafton,1990,Henry Holt &amp; Company
4499,10063,0425195473,9,Remember When,Nora Roberts,2004,Berkley Publishing Group
4500,43004,0393309053,9,The Letter of Marque,Patrick O'Brian,1992,W. W. Norton &amp; Company
4501,43004,0312958781,8,Tooth and Nail (Detective John Rebus Novels),Ian Rankin,1996,St. Martin's Press
4502,203799,0425050351,5,Seven Minutes Past Midnight,Walter Winward,1981,Berkley Publishing Group
4503,203799,0812510488,9,The Season of Passage,Christopher Pike,1993,Tor Books
4504,203799,0843943610,5,Red Wind,R. Karl Largent,1998,Leisure Books
4505,203799,0671775537,10,HE WAS HER MAN (A Samantha Adams Mystery),Sarah Shankman,1993,Atria
4506,203799,0671880608,9,Until You,Judith McNaught,1995,Pocket
4507,203799,051511605X,8,Undue Influence,Steven Paul Martini,1995,Jove Books
4508,203799,0425119653,8,Mutation,Robin Cook,1991,Berkley Publishing Group
4509,203799,068816112X,10,Replay,Ken Grimwood,1998,Perennial
4510,203799,0440221471,6,The Runaway Jury,JOHN GRISHAM,1997,Dell
4511,203799,0743407075,10,Grand Avenue,Joy Fielding,2001,Atria
4512,203799,0380756234,8,Night Storm,Catherine Coulter,1990,Avon
4513,240028,0671865889,5,"Firestorm (Star Trek, Book 68)",L.A. Graf,1994,Star Trek
4514,183958,0704339129,5,The Knot of Time: Astrology and Female Experience,Lindsay River,1997,Trafalgar Square Publishing
4515,183958,1570621403,8,REALITIES OF THE DREAMING MIND,Swami Sivananda Radha,1996,Shambhala
4516,183958,0861710975,10,The World of Tibetan Buddhism: An Overview of Its Philosophy and Practice,Bstan-Dzin-Rgya-Mtsho,1995,Wisdom Publications
4517,183958,0140122044,8,Tall poppies too,Susan Mitchell,1991,Penguin Books
4518,110208,0440159008,8,Motherhood the Second Oldest Profession,Erma Bombeck,0,Bantam Doubleday Dell
4519,157602,0399145311,6,"Three Complete Novels: The Timothy Files, Timothy's Game, Sullivan's Sting",Lawrence Sanders,1999,Putnam Publishing Group
4520,198887,0345430808,8,Manifold: Origin,Stephen Baxter,2003,Del Rey Books
4521,144219,0439078415,5,Chicken Soup for the Teenage Soul,Jack Canfield,0,Scholastic Inc
4522,108763,0671620991,10,Solve Your Child's Sleep Problems,Richard Ferber,1986,Fireside
4523,258907,0688171095,5,The KGB Bar Book of Poems,David Lehman,2000,Quill
4524,36606,0385475438,5,Seeing Is Believing,E. X. Ferrars,1996,Doubleday Books
4525,36606,0762409533,10,TOLKIEN MAGNETIC POSTCARDS(tm) 12 Full-color Magnetic Postcards to Send or Save,Brothers Hildebrandt,2001,Running Press Book Publishers
4526,36606,0743227441,10,The Other Boleyn Girl,Philippa Gregory,2002,Touchstone
4527,36606,044651862X,8,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books
4528,36606,0312305060,5,The Hours: A Novel,Michael Cunningham,2002,Picador
4529,36606,0446610399,8,The Rescue,Nicholas Sparks,2001,Warner Books
4530,36606,1558746463,5,Chicken Soup for the Couple's Soul (Chicken Soup for the Soul),Jack Canfield,1999,HCI
4531,36606,0440211263,5,Circle of Friends,Maeve Binchy,1991,Dell
4532,36606,0425152251,5,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,Berkley Publishing Group
4533,36606,0553279378,5,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam
4534,36606,0446527165,5,Wish You Well,David Baldacci,2000,Warner Books
4535,36606,0440220602,10,The Chamber,John Grisham,1995,Dell Publishing Company
4536,36606,0385475721,5,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese
4537,36606,0449907481,5,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,Ballantine Books
4538,36606,0671250671,8,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",M. Scott Peck,1980,Touchstone
4539,36606,0440415632,9,The Cricket in Times Square (Newbery Winners for Microcomputers),George Selden,1970,Random House Children's Books
4540,36606,0440225817,8,Acts of Malice,Perri O'Shaughnessy,2000,Island
4541,8935,0452275350,10,"Too Good to Leave, Too Bad to Stay: A Step-By-Step Guide to Helping You Decide Whether to Stay in or Get Out of Your Relationship",Mira Kirshenbaum,1997,Plume Books
4542,39241,0849910994,5,When God Whispers Your Name,Max Lucado,1994,W Publishing Group
4543,273869,0380810433,10,Flyboy Action Figure Comes with Gasmask,Jim Munroe,1999,Perennial
4544,273869,0767903811,8,I'm a Stranger Here Myself : Notes on Returning to America After Twenty Years Away,Bill Bryson,1999,Broadway Books
4545,243929,0394750225,9,L'Amante Anglaise,Marguerite Duras,1987,Random House Inc
4546,6242,0771014538,5,The Chrome Suite,Sandra Birdsell,1995,McClelland &amp; Stewart
4547,6242,0002244098,5,Dust to dust: Stories,Timothy Findley,1997,HarperCollins
4548,6242,0312291639,5,The Nanny Diaries: A Novel,Emma McLaughlin,2003,St. Martin's Griffin
4549,6242,0312195516,7,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA
